ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms
317,C,Ship,4,2,238,2,high,M,17,3358
10822,B,Flight,3,1,102,3,medium,M,9,4459
2168,F,Road,3,2,151,2,low,M,26,1793
6950,F,Ship,3,4,187,3,low,F,9,4725
3765,A,Ship,5,4,241,3,high,M,6,4157
3664,B,Ship,4,3,226,2,low,F,8,4526
5861,C,Ship,5,3,138,3,low,F,5,5687
9204,F,Ship,3,4,225,4,medium,F,9,5575
8935,D,Ship,5,2,268,5,medium,F,2,1061
10692,F,Flight,3,4,223,10,low,F,9,4337
8039,C,Ship,7,3,301,4,medium,M,1,1966
3447,A,Ship,5,4,237,2,low,M,8,5600
3116,F,Ship,4,4,134,3,low,F,14,1716
3224,F,Ship,5,4,269,3,low,F,3,4489
10622,F,Ship,4,1,132,2,medium,M,1,5025
9317,C,Flight,4,5,176,2,low,F,1,4155
479,C,Ship,3,4,145,8,low,F,24,1594
3600,F,Ship,3,4,217,3,low,F,5,4883
2878,B,Flight,5,5,240,3,medium,F,12,2723
2373,A,Ship,2,3,129,3,low,M,50,1111
7350,F,Ship,4,4,209,3,medium,M,8,5884
4890,F,Ship,5,5,232,3,low,F,2,4545
709,D,Ship,4,1,139,3,low,F,25,1152
10264,B,Road,3,3,160,2,medium,F,3,4665
8312,F,Ship,4,1,237,5,low,F,5,1041
1964,F,Ship,3,3,181,2,high,M,65,3234
8211,A,Road,4,4,162,3,low,F,8,5394
1432,B,Ship,5,5,180,5,medium,M,35,1725
4731,A,Ship,5,1,269,3,low,F,5,5031
9621,A,Ship,2,4,180,2,low,F,6,5579
4438,B,Ship,3,4,176,2,low,F,10,4920
6320,F,Ship,4,3,252,3,medium,F,7,4852
9538,B,Ship,3,3,275,3,medium,M,7,4968
9245,C,Ship,4,1,224,2,low,M,10,4653
2375,C,Ship,4,1,270,4,medium,F,64,3312
7441,D,Ship,5,1,207,2,high,M,3,4083
4413,A,Ship,5,4,269,2,medium,F,2,5276
325,D,Ship,5,1,279,4,medium,F,24,3440
10756,B,Ship,4,1,300,5,medium,M,6,1027
8562,F,Ship,5,1,271,5,low,F,5,1869
2004,F,Ship,6,5,210,5,high,M,37,3236
8348,F,Road,7,2,297,4,low,F,7,1383
2325,A,Flight,2,2,255,3,low,M,59,1514
5794,B,Ship,5,5,247,3,low,M,1,5226
2655,A,Ship,2,5,150,3,low,F,16,1738
9550,B,Ship,5,3,117,4,low,F,3,5078
10038,F,Ship,3,2,222,2,medium,M,1,4021
10856,F,Ship,3,3,198,2,low,M,7,4996
3781,D,Ship,3,3,231,2,high,F,8,5021
440,F,Ship,3,3,172,3,low,F,58,1269
3057,A,Ship,3,4,176,3,low,F,4,1095
10267,D,Road,3,4,138,5,medium,F,5,5690
5017,D,Ship,2,3,198,2,medium,F,6,1730
6159,A,Road,4,5,182,3,medium,F,2,4473
7404,F,Flight,4,3,226,6,medium,M,10,1174
5119,D,Ship,5,2,139,4,low,F,9,5070
989,C,Ship,3,1,223,3,medium,F,31,3942
9539,C,Ship,3,2,212,3,medium,M,10,4117
5613,A,Flight,5,1,182,5,high,F,6,5398
5132,F,Ship,5,1,265,3,high,M,5,4951
5768,F,Flight,5,4,259,5,low,F,2,1627
10984,B,Ship,4,3,229,6,medium,M,1,1235
10582,B,Ship,4,2,152,4,medium,F,3,4006
1452,F,Ship,3,2,257,3,low,F,6,3620
6527,C,Ship,4,2,142,10,high,F,9,4280
4737,A,Ship,4,4,245,2,low,M,6,5772
2767,D,Ship,3,1,132,2,medium,F,16,1731
10134,F,Flight,3,1,250,3,medium,F,8,5509
3347,C,Ship,4,5,151,4,medium,M,10,4796
5271,A,Ship,6,4,306,4,low,F,6,1461
8865,A,Ship,5,1,254,6,low,M,1,1021
2756,F,Flight,4,4,173,3,medium,F,64,1847
5432,F,Ship,4,4,261,3,high,M,9,5515
5054,F,Road,4,4,145,3,medium,F,3,5424
8261,C,Ship,6,5,264,4,medium,F,9,1922
2632,B,Ship,5,3,167,3,low,F,5,1772
158,F,Ship,3,2,203,2,medium,F,39,3845
7666,B,Road,5,4,199,5,medium,F,6,4417
1497,A,Road,5,2,156,4,medium,M,39,1204
1399,D,Ship,6,3,213,3,low,M,17,1656
1224,F,Road,3,1,258,2,medium,M,11,2791
6557,C,Road,5,3,265,5,medium,F,6,1929
2236,B,Ship,3,1,178,3,high,F,36,1297
8632,B,Flight,5,3,232,5,low,F,1,1835
10724,F,Ship,5,5,221,5,low,M,7,1958
328,B,Ship,4,4,233,4,medium,F,59,2358
10512,F,Ship,4,3,190,2,low,F,7,5834
5002,B,Ship,4,5,194,8,medium,F,9,4843
2041,D,Road,5,3,110,5,low,M,21,1011
878,F,Ship,4,1,222,3,medium,M,25,2582
5469,A,Road,6,5,301,5,medium,M,3,1628
750,F,Ship,4,5,185,3,medium,M,17,2824
5917,D,Ship,5,4,268,3,high,F,10,4955
4617,A,Ship,4,3,256,3,high,F,1,4323
1598,F,Ship,2,4,105,2,medium,M,54,1707
9838,B,Road,5,5,268,4,low,F,9,4208
7250,F,Road,3,2,208,2,high,M,1,4999
5730,F,Road,4,5,175,3,medium,F,5,4194
7781,C,Ship,2,3,219,4,low,F,9,4086
9915,A,Ship,6,2,259,4,low,F,10,2000
9357,A,Ship,6,4,287,4,medium,M,7,1141
6933,A,Ship,3,1,231,3,low,M,1,5392
175,D,Ship,3,3,242,3,low,F,51,3935
575,C,Ship,4,2,276,2,low,M,54,3706
2930,F,Ship,6,5,213,6,low,M,7,2709
5765,C,Flight,6,3,257,4,low,F,4,1358
9423,A,Ship,2,1,181,5,medium,M,3,1038
8354,F,Flight,6,1,272,4,low,F,2,1018
7051,D,Ship,3,2,223,2,low,F,10,4604
5484,F,Flight,3,4,252,4,low,F,10,5495
7719,A,Ship,3,3,183,5,low,F,3,1504
9249,A,Ship,4,2,231,4,medium,M,9,5194
7652,F,Road,5,2,233,4,medium,F,9,5539
3818,F,Road,3,4,201,10,high,F,7,4699
6135,A,Ship,3,3,159,3,low,M,3,5230
8107,D,Ship,4,3,246,3,low,M,5,4384
224,F,Ship,4,5,116,3,medium,F,9,1314
10960,B,Flight,4,2,227,10,low,F,10,4619
2933,C,Ship,3,2,155,3,medium,F,7,1434
3991,D,Ship,6,3,205,3,low,M,10,4996
9375,A,Ship,4,1,261,6,low,F,6,5861
10322,F,Ship,4,2,137,2,medium,M,3,4622
4577,C,Ship,4,2,196,2,low,M,4,5852
39,A,Ship,5,1,215,4,low,F,56,3905
1041,A,Ship,2,1,189,2,high,M,48,2429
8337,A,Road,5,2,221,6,medium,M,2,1781
5221,D,Flight,6,3,292,4,low,F,10,1270
8863,D,Ship,4,5,239,5,low,M,6,1336
2686,B,Ship,4,3,271,4,low,F,24,3499
1651,D,Flight,4,2,203,5,low,F,20,3098
7014,F,Ship,3,5,251,4,medium,F,3,5215
10208,F,Ship,5,1,259,6,low,F,2,1876
9889,D,Ship,7,2,255,4,medium,F,10,1372
3483,A,Ship,3,5,216,4,low,F,3,4934
2705,C,Ship,3,3,257,3,low,M,64,3103
394,B,Road,5,4,169,2,low,F,20,1765
1221,A,Road,3,2,178,4,medium,F,48,1079
8960,F,Ship,5,1,167,3,low,M,9,4660
6537,A,Ship,5,2,232,3,low,F,1,1187
3689,C,Road,3,3,168,2,low,F,9,4608
10031,C,Ship,4,4,186,3,low,F,8,4969
4310,F,Ship,3,5,142,2,low,F,8,4914
9798,F,Ship,4,4,223,3,high,F,5,5654
9301,D,Road,4,2,149,6,low,F,6,4904
116,F,Road,3,4,176,3,high,M,36,1779
4638,F,Road,3,4,190,4,medium,F,7,5963
955,D,Flight,3,1,214,2,low,F,50,2720
5945,C,Ship,2,5,286,6,medium,F,5,5490
10262,F,Road,4,1,160,2,medium,M,1,5741
5718,F,Ship,4,4,212,2,medium,M,5,4774
147,A,Flight,3,5,191,3,low,M,23,3750
849,A,Ship,3,1,191,3,high,F,60,2069
5194,B,Road,4,4,268,6,medium,F,3,4834
9852,F,Road,4,2,219,2,low,F,1,5071
2185,D,Road,3,2,204,2,medium,F,35,2090
8524,B,Ship,4,1,234,2,medium,M,4,5066
5435,C,Ship,4,4,241,3,low,F,8,5206
5586,F,Ship,5,4,261,6,medium,F,4,5349
1959,A,Ship,4,2,163,3,low,F,11,1926
8701,D,Ship,3,2,219,3,medium,M,1,4918
177,A,Ship,4,5,192,3,high,M,20,3872
1897,D,Road,2,3,170,8,low,M,61,1240
3929,C,Ship,4,3,206,4,medium,M,1,4812
6023,C,Road,6,1,295,4,medium,F,6,1611
8987,C,Ship,4,3,146,3,medium,F,10,5372
3760,B,Ship,2,3,230,3,low,F,4,5127
4293,A,Ship,3,2,133,3,medium,M,1,5026
2753,C,Flight,5,4,167,7,medium,F,23,1691
10443,A,Ship,4,3,264,6,medium,F,7,1178
915,A,Ship,3,1,255,2,medium,M,42,3459
547,D,Flight,5,5,147,4,high,F,42,1642
10323,A,Ship,2,1,96,2,high,F,9,4449
7751,C,Ship,7,1,257,4,low,M,1,1405
8251,D,Ship,5,1,184,3,low,F,10,4674
4607,C,Ship,3,1,233,2,high,M,1,5073
4311,A,Ship,6,2,246,6,low,F,1,4846
5904,F,Flight,2,4,221,5,medium,M,4,4034
1817,C,Ship,3,4,203,2,low,F,15,2281
8234,F,Flight,2,4,142,3,high,M,2,5700
7858,B,Ship,2,2,287,4,medium,M,10,5972
10975,D,Flight,5,2,219,5,low,F,9,1505
4943,C,Flight,5,2,156,5,low,M,9,5237
8088,F,Flight,4,1,164,3,high,F,1,5492
10036,B,Ship,3,3,219,3,high,M,5,4321
4904,F,Ship,4,3,153,3,medium,F,6,5748
8608,B,Road,6,5,275,4,low,F,6,1872
815,C,Road,4,4,161,3,high,F,59,1165
5832,F,Ship,3,5,269,5,low,M,6,5932
2202,F,Flight,3,4,144,2,low,F,33,1811
4023,A,Ship,5,5,194,4,medium,F,4,4003
436,B,Ship,3,1,112,2,high,M,22,1846
8303,C,Ship,5,4,158,3,low,F,10,4670
6850,B,Flight,3,1,158,7,medium,F,6,4166
7506,F,Ship,7,3,305,4,low,F,3,1872
3376,B,Ship,4,2,268,3,low,F,3,5488
6033,A,Flight,6,3,283,5,medium,M,10,1483
6894,F,Ship,6,1,309,4,medium,M,9,1305
8199,A,Road,4,2,148,2,low,M,5,4031
1267,D,Ship,4,2,221,2,low,F,13,3097
4550,F,Ship,5,5,276,4,low,F,7,1742
754,B,Ship,5,1,227,3,low,F,14,2589
2131,D,Ship,4,2,271,3,medium,M,50,3448
4856,F,Ship,3,1,170,2,low,M,9,4112
9230,F,Ship,3,2,113,5,medium,M,1,5993
10335,A,Ship,4,3,170,4,medium,F,9,4375
1627,D,Road,5,2,240,7,medium,F,57,2708
1460,F,Ship,3,4,183,2,medium,F,52,2078
7134,F,Flight,3,3,182,10,low,M,3,5555
9543,A,Ship,3,1,242,5,low,F,3,4026
6473,C,Ship,3,5,270,3,medium,M,7,5477
1229,C,Flight,6,1,136,3,high,M,12,1592
2345,C,Flight,4,3,210,3,low,F,46,2344
629,C,Ship,6,1,104,4,medium,F,23,1442
4749,A,Ship,5,3,199,10,medium,F,1,5865
3411,A,Road,3,1,134,3,low,F,7,5802
3569,C,Flight,4,4,271,3,low,M,3,4152
1700,F,Ship,3,2,223,4,low,F,20,3955
9787,D,Ship,4,4,180,3,low,M,3,5031
5459,C,Road,5,2,205,3,low,F,3,5182
552,F,Flight,3,5,233,3,medium,M,52,3519
156,F,Ship,5,1,114,4,low,F,47,1443
6593,C,Flight,7,4,272,4,low,M,3,1805
6874,B,Ship,5,2,240,6,medium,F,2,1852
8080,B,Flight,4,3,117,3,medium,F,4,4666
1759,D,Road,3,2,267,5,low,F,48,2622
9857,C,Road,4,4,185,2,medium,F,1,4729
2449,D,Road,5,3,136,3,medium,F,13,1446
1807,D,Ship,2,5,109,3,medium,M,12,1715
2685,A,Ship,3,1,185,4,low,F,35,3648
5247,A,Ship,5,2,121,5,high,F,4,5833
874,B,Ship,4,4,197,3,medium,M,20,3080
10051,D,Ship,4,2,166,5,low,M,8,4493
9624,F,Ship,6,3,304,4,low,M,3,1752
8176,B,Ship,3,5,193,3,medium,F,4,5817
7820,F,Flight,5,4,266,6,medium,F,7,4486
10222,B,Ship,4,5,237,5,low,F,9,1978
6890,F,Ship,6,2,279,4,low,M,1,1150
5347,D,Flight,3,1,191,2,medium,F,10,5073
9945,A,Ship,7,5,268,4,medium,F,9,1754
9228,F,Ship,3,1,132,3,medium,F,5,5978
8330,F,Ship,5,1,232,5,low,M,4,1776
7685,C,Flight,5,2,265,4,low,F,7,4883
2347,D,Ship,3,2,273,3,low,F,12,2154
7483,D,Ship,4,2,263,5,low,F,5,1874
10566,F,Flight,5,4,135,4,medium,M,4,4541
9652,B,Ship,2,4,180,2,low,F,5,4010
7853,C,Ship,3,5,150,3,high,M,6,4565
10081,D,Ship,4,4,222,4,medium,M,6,4733
9772,B,Ship,3,5,211,2,low,F,5,5877
8031,A,Ship,5,5,238,6,low,F,3,1965
1204,B,Ship,4,1,257,3,low,M,47,1308
10365,A,Ship,4,4,246,3,medium,F,2,4150
875,C,Ship,2,4,206,2,low,F,30,3955
10590,F,Ship,3,2,167,2,low,M,3,4722
1467,A,Ship,4,1,192,3,low,F,15,3460
5772,F,Ship,4,2,270,5,low,M,6,1520
2947,D,Ship,3,5,144,6,low,F,46,1110
5143,D,Ship,4,1,152,3,low,M,10,5974
2319,A,Road,5,2,187,2,medium,F,29,2863
596,F,Ship,3,1,185,3,low,M,61,3280
2959,D,Ship,4,2,220,3,high,F,39,2459
792,F,Ship,5,4,133,2,medium,M,30,1161
7959,A,Flight,6,2,293,4,low,F,7,1477
244,B,Ship,2,4,136,3,low,M,43,1958
3538,B,Road,3,4,157,3,medium,F,6,5398
5968,B,Ship,6,3,270,4,low,F,7,1079
4055,C,Ship,3,3,182,4,low,M,7,1869
2674,B,Ship,3,1,165,3,medium,M,61,1313
6613,D,Ship,5,2,260,5,low,M,9,1809
962,F,Flight,3,3,179,2,low,F,62,1765
9004,B,Ship,4,2,260,3,low,M,4,5504
9826,B,Ship,3,3,132,2,medium,F,8,5810
10870,B,Ship,4,2,146,3,medium,M,7,4381
2372,F,Ship,4,5,152,3,medium,M,25,1222
354,F,Ship,4,3,255,2,high,M,47,2956
3851,C,Flight,4,3,221,4,low,F,1,4865
8759,C,Road,4,4,141,3,low,M,10,4289
9220,B,Ship,4,4,146,4,medium,M,7,4953
3473,C,Ship,5,4,134,3,medium,M,4,4908
5174,F,Ship,3,3,211,3,medium,M,7,5185
10716,F,Ship,5,2,254,5,medium,F,4,1926
420,F,Flight,4,2,134,2,low,F,43,1714
4656,F,Flight,5,2,102,5,medium,F,3,4784
741,A,Ship,4,5,139,3,low,F,65,1277
7467,A,Ship,6,4,250,4,low,M,2,1969
2008,B,Ship,4,3,154,3,medium,M,52,1432
8018,F,Ship,4,5,237,5,low,M,2,1357
7200,F,Ship,7,3,278,4,low,M,2,1038
5911,D,Ship,4,3,257,3,low,F,2,5198
15,A,Flight,4,3,152,3,low,M,43,1009
3375,A,Ship,4,1,157,2,medium,M,3,5801
4722,F,Ship,3,2,201,6,medium,M,7,4723
5855,C,Ship,5,2,272,3,high,M,5,4972
6447,A,Flight,3,1,154,2,low,F,10,5594
3083,C,Ship,3,4,210,2,medium,M,29,3142
4301,C,Ship,5,4,196,3,medium,M,2,5427
142,B,Flight,5,4,149,3,low,M,51,1645
7090,B,Ship,3,3,203,3,medium,F,8,5929
1422,F,Ship,5,5,167,3,low,F,53,1564
4056,F,Ship,4,3,164,2,low,F,3,1376
7973,C,Ship,4,3,239,2,medium,F,7,5384
2021,C,Ship,3,5,212,3,low,F,2,2456
4630,B,Ship,5,5,167,2,medium,M,2,5908
1001,C,Ship,4,3,191,4,low,F,15,2544
6709,D,Flight,5,1,271,4,low,M,3,4610
10679,C,Road,3,3,241,3,low,F,6,5261
2785,D,Ship,3,1,231,2,low,M,24,3811
3214,B,Ship,3,4,210,3,low,M,10,4398
1864,B,Ship,4,1,192,3,medium,F,29,3347
2453,C,Road,4,3,135,2,high,M,24,1292
2323,D,Road,3,5,268,4,high,M,19,2893
9773,C,Ship,2,1,234,4,medium,F,9,5075
9753,A,Ship,2,3,258,2,low,M,4,5052
3091,D,Ship,3,2,145,2,low,F,44,1212
8509,D,Flight,3,3,264,3,low,F,6,5482
8581,D,Ship,4,2,233,4,high,F,6,5256
6903,A,Ship,5,2,254,5,high,M,6,1491
7415,C,Flight,6,3,286,4,medium,F,7,1132
7190,F,Ship,4,1,236,5,medium,M,4,1953
10669,D,Road,4,4,233,5,low,F,10,1173
4247,C,Flight,3,4,221,3,low,F,1,4518
6365,C,Ship,2,4,221,3,low,F,3,4076
4805,C,Flight,6,2,152,2,low,F,9,1993
4863,A,Ship,4,3,223,3,low,F,10,5560
760,B,Ship,3,3,202,3,medium,F,35,3986
2121,A,Ship,5,4,177,2,low,M,14,1735
5409,A,Ship,3,1,267,3,low,M,5,5528
1557,A,Ship,5,2,191,3,high,F,52,2028
9348,F,Ship,3,5,193,10,high,M,6,5247
3381,A,Ship,4,1,163,8,medium,F,9,5489
6579,A,Flight,2,1,164,5,low,F,8,1886
9338,F,Ship,4,3,184,7,medium,M,5,5920
6627,A,Ship,3,3,209,2,medium,M,1,5098
8484,F,Road,3,2,160,2,high,M,4,4376
7379,C,Road,5,4,254,2,low,M,9,5658
7997,C,Ship,5,3,262,5,low,F,8,1493
4479,A,Ship,3,2,197,5,medium,F,9,4291
5121,A,Ship,5,2,176,3,low,M,9,5656
3711,A,Flight,2,3,237,3,medium,M,2,5331
184,B,Ship,3,5,162,7,medium,F,16,1052
1569,A,Ship,3,2,174,3,low,M,4,1337
3409,D,Road,3,2,188,3,low,M,4,5376
8361,A,Flight,6,2,243,4,high,M,2,1665
6650,F,Ship,3,3,155,2,medium,F,5,5577
8769,A,Flight,5,5,137,3,medium,F,5,4814
3846,F,Flight,5,2,263,3,low,M,9,4699
365,C,Ship,6,2,146,3,low,F,62,1936
65,C,Ship,4,5,261,2,high,M,49,3045
8891,C,Road,6,5,282,4,low,M,4,1035
2030,F,Road,3,3,176,2,low,F,58,1730
7926,F,Road,4,1,208,2,low,F,5,5707
2602,B,Flight,4,2,238,3,low,M,30,3423
1708,B,Ship,3,1,254,3,medium,F,35,2965
954,F,Road,3,1,160,10,medium,F,29,1952
9000,F,Ship,5,1,189,2,medium,M,10,5248
10788,F,Ship,4,2,169,3,medium,F,7,1897
10857,A,Ship,6,5,206,2,low,F,6,5646
804,F,Road,4,4,224,3,medium,M,9,2952
2045,C,Road,3,5,109,5,low,M,27,1581
8790,F,Ship,4,3,175,3,low,F,9,4840
269,C,Road,3,5,241,3,low,F,21,3078
2654,F,Ship,5,3,225,3,medium,M,59,2270
4700,F,Ship,3,4,147,3,low,F,8,5525
8254,B,Ship,3,2,274,2,high,M,2,5029
6693,A,Road,4,2,190,3,medium,M,7,4766
3016,B,Flight,3,1,104,2,low,M,1,1021
2574,F,Ship,3,5,165,3,medium,M,33,1500
3371,C,Ship,4,5,151,4,medium,M,3,5470
9679,D,Ship,6,5,298,4,low,M,3,1009
5297,C,Ship,3,1,137,5,low,F,8,4980
4681,D,Ship,3,3,237,3,low,F,7,4062
3390,F,Ship,4,5,256,3,medium,M,10,4504
9513,A,Ship,4,5,102,5,low,F,3,5767
10976,F,Flight,5,2,219,5,low,M,10,1276
7214,F,Ship,7,4,247,4,low,F,9,1228
8360,F,Flight,6,3,255,4,medium,F,8,1805
1926,F,Flight,5,2,161,2,medium,F,59,1859
7556,F,Ship,3,4,235,2,medium,M,7,4013
8418,F,Ship,3,1,202,2,medium,M,7,4598
4379,C,Road,4,2,254,4,low,F,4,5137
4513,D,Road,4,2,266,3,high,M,5,4831
7928,F,Road,5,5,218,5,low,M,5,4303
4720,B,Ship,3,5,190,3,low,M,9,4468
2981,C,Ship,3,3,200,3,low,M,4,3791
2019,A,Ship,5,4,206,4,low,F,3,3755
5003,C,Ship,4,2,261,3,high,M,1,4931
10601,C,Ship,5,1,240,5,medium,F,5,4144
3934,B,Ship,6,3,280,3,low,M,7,4620
3591,A,Ship,3,4,203,3,medium,M,1,5543
5754,F,Flight,3,4,239,8,high,M,4,4192
1290,F,Ship,3,3,141,3,medium,M,10,1751
450,F,Ship,4,3,140,2,low,F,22,1248
916,B,Ship,4,1,258,3,medium,M,3,3928
4186,B,Ship,5,5,228,4,low,M,6,4946
5965,D,Ship,6,5,244,4,medium,F,6,1185
8256,F,Ship,5,3,254,6,low,M,8,1932
9696,F,Ship,6,3,245,4,medium,M,3,1772
7589,C,Ship,3,1,220,4,medium,M,7,5894
4347,A,Ship,4,4,280,5,low,F,3,5034
5039,C,Ship,6,1,264,4,low,M,10,1960
8321,C,Ship,6,5,299,4,low,F,1,1629
1771,D,Road,5,5,189,4,high,F,16,3564
3676,B,Road,4,5,148,3,low,M,5,4913
1346,F,Road,3,5,264,2,medium,F,1,3947
9087,A,Ship,6,3,218,6,high,M,8,5879
9016,B,Road,4,3,141,2,low,F,8,4331
7623,A,Ship,3,5,266,2,high,F,3,5195
8264,F,Ship,7,1,289,4,low,F,4,1543
1688,F,Ship,5,1,258,2,medium,F,48,3717
8985,A,Ship,3,1,110,4,medium,F,6,5474
7321,D,Ship,5,4,273,6,medium,F,7,4058
350,F,Ship,5,1,161,3,low,M,47,1954
5494,B,Flight,3,5,256,2,medium,F,4,5368
7426,B,Ship,3,2,214,2,medium,M,7,1693
3074,F,Ship,5,3,270,3,medium,M,38,3669
8323,D,Ship,7,5,269,4,medium,F,9,1835
172,B,Ship,4,4,176,4,high,F,52,1096
1103,C,Flight,4,1,227,3,medium,M,54,3043
3165,A,Flight,4,4,225,5,low,M,5,5060
3673,D,Road,4,1,251,3,low,F,4,4374
9114,F,Ship,5,4,137,2,low,F,2,4077
4569,A,Ship,3,3,213,3,medium,M,7,4133
10873,D,Ship,3,4,177,2,medium,M,3,4240
5291,C,Ship,4,3,194,2,medium,M,4,5780
7741,D,Ship,6,1,254,4,low,F,2,1071
274,B,Flight,2,3,183,2,medium,F,52,3199
8978,F,Ship,4,4,101,5,low,F,8,4192
3935,C,Ship,6,5,178,3,low,F,5,4096
9466,B,Flight,5,1,207,3,low,F,1,4112
5230,B,Ship,4,2,268,6,medium,M,2,4348
3688,B,Road,4,1,238,3,low,M,4,5449
8373,A,Flight,4,2,246,3,medium,M,1,5113
6129,A,Ship,3,3,132,2,medium,M,1,4687
872,F,Ship,4,2,208,3,high,M,17,2777
4776,F,Road,3,3,265,3,medium,F,3,5241
6452,F,Flight,3,3,251,3,medium,M,2,5972
8135,C,Ship,4,5,226,2,low,M,1,4532
8359,D,Flight,6,4,275,4,medium,F,5,1989
5658,F,Ship,4,4,217,5,medium,M,6,5891
6268,B,Ship,4,5,227,5,low,F,2,1804
10551,A,Flight,6,3,165,4,low,F,10,5965
10018,B,Flight,5,4,235,3,medium,F,8,4636
2398,B,Ship,3,3,139,2,low,M,9,1177
746,F,Ship,7,5,243,5,medium,M,28,1100
8137,D,Ship,4,3,177,3,low,M,1,5282
4386,F,Flight,3,3,157,4,low,M,7,5974
5805,A,Ship,4,3,136,3,low,F,7,5976
2059,D,Flight,5,2,215,2,medium,M,46,3942
5170,B,Ship,4,1,196,3,low,M,4,4634
590,F,Ship,3,2,178,2,medium,F,59,1933
6359,C,Ship,4,4,272,4,medium,M,4,4363
7068,F,Ship,3,4,166,4,low,M,4,5107
880,B,Ship,5,2,244,3,low,M,8,3571
5307,A,Ship,4,4,252,3,medium,M,1,5676
5539,D,Ship,6,2,257,4,low,F,4,1929
10757,C,Ship,2,4,160,5,low,F,3,1645
4241,C,Road,3,1,235,4,high,M,7,4833
5603,C,Road,4,2,233,3,low,F,3,5740
7596,F,Ship,5,2,269,2,medium,F,9,5672
6917,C,Ship,7,4,261,5,low,M,6,1334
10511,C,Ship,3,2,195,2,high,M,2,4669
7294,B,Ship,4,4,231,5,low,F,6,5482
9508,B,Ship,3,4,253,3,medium,M,4,4269
8025,A,Ship,7,3,296,4,medium,M,8,1826
4541,C,Ship,3,2,255,7,low,F,3,5936
5984,F,Ship,4,3,238,2,low,M,7,5808
4556,F,Ship,7,2,308,4,low,F,7,1176
5131,D,Ship,4,5,172,2,medium,M,7,4559
6399,A,Ship,3,4,145,3,low,F,7,4079
5542,B,Ship,4,4,260,2,low,M,3,5801
9266,F,Ship,3,3,212,3,medium,M,10,5724
6870,F,Ship,4,2,273,5,low,F,4,1223
215,C,Ship,2,4,129,3,low,F,48,1219
6711,A,Flight,4,3,238,2,medium,F,2,5328
2056,B,Flight,5,3,228,3,medium,F,38,3631
7151,C,Ship,5,5,274,5,low,M,7,1875
3291,A,Flight,5,2,253,2,high,F,2,5643
1051,D,Ship,3,4,134,4,medium,M,53,1887
9734,F,Flight,5,2,251,2,low,M,2,4245
3914,F,Ship,3,3,212,3,medium,F,10,5935
4772,F,Road,5,4,251,2,low,F,3,5347
7772,F,Ship,3,3,167,4,medium,M,1,5301
10709,C,Ship,5,1,262,5,medium,F,9,1893
2570,F,Ship,5,2,263,2,medium,F,63,1254
5085,A,Flight,4,5,133,3,medium,M,4,5180
7169,C,Ship,5,3,266,5,medium,F,2,1510
4637,C,Road,4,2,231,6,low,M,8,5227
7335,A,Ship,4,2,213,3,medium,M,8,5214
10115,C,Road,3,2,156,2,medium,M,10,4276
1179,A,Ship,4,3,118,5,low,F,15,1601
1349,C,Road,4,5,253,2,medium,F,43,2589
1482,F,Road,4,4,174,3,low,M,49,1141
3787,D,Ship,3,2,144,10,high,F,3,5000
8019,A,Ship,4,1,226,5,medium,M,6,1510
7474,B,Ship,5,4,242,5,medium,M,1,1824
4136,F,Ship,3,2,156,3,medium,M,2,4681
6478,B,Ship,3,3,261,8,medium,M,3,4007
4470,F,Ship,4,4,135,2,low,F,10,4508
9349,D,Ship,6,2,255,4,low,M,9,1157
3415,D,Road,3,1,258,4,medium,F,6,5365
6194,F,Ship,4,4,133,4,high,F,10,5296
7723,D,Ship,7,4,308,5,medium,F,7,1563
6806,F,Ship,3,1,192,3,low,F,9,5004
8260,B,Ship,5,1,256,5,low,F,5,1970
7595,C,Ship,3,3,176,3,low,F,10,5284
8061,A,Road,5,5,186,4,low,M,3,4287
10149,A,Flight,5,3,243,6,medium,F,10,1189
2342,F,Flight,3,5,186,2,low,F,39,2197
10472,F,Ship,4,3,233,5,low,M,4,1668
4615,D,Ship,6,4,112,4,medium,F,9,4005
2505,A,Ship,2,2,190,8,medium,M,33,3448
10710,F,Ship,5,1,241,5,low,F,5,1116
1698,F,Ship,3,2,263,3,high,F,44,3802
3835,D,Flight,5,2,132,3,medium,F,4,4475
8904,F,Flight,6,5,308,4,low,F,7,1078
9161,C,Road,4,3,274,5,low,F,3,1637
6462,F,Ship,2,1,285,5,low,M,4,5759
5892,F,Flight,3,3,255,2,medium,F,3,4824
8568,F,Ship,4,2,161,3,low,F,8,4382
3148,B,Flight,4,2,272,3,high,F,6,4559
7075,D,Ship,4,4,213,3,low,F,1,4266
1727,C,Ship,5,2,150,3,medium,M,63,1807
4201,D,Ship,4,2,220,3,low,M,3,5020
2318,F,Road,3,1,215,6,high,M,42,3715
5848,B,Ship,5,5,184,3,medium,M,7,4742
6315,A,Flight,5,1,303,5,medium,F,9,1203
9779,C,Ship,3,1,263,3,medium,F,4,4208
10881,A,Ship,3,4,148,3,low,M,1,4387
6564,F,Road,5,1,303,5,medium,F,4,1009
10666,B,Road,5,1,241,5,low,F,1,1146
10237,D,Ship,4,4,175,2,medium,F,10,4927
446,F,Ship,4,4,189,2,medium,F,18,2955
